POÇO ANP,BLOCO,BACIA,ESTADO,AMBIENTE,OPERADOR,INÍCIO DA PERFURAÇÃO,CONCLUSÃO DO POÇO,NOTIFICAÇÃO DE DESCOBERTA ?,DATA DA NOTIFICAÇÃO DE DESCOBERTA
4-BRSA-312-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2004-10-16 08:00:00,2005-03-26 00:00:00,Sim,2004-12-13 00:00:00
3-BRSA-311-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-10-14 22:00:00,2004-12-14 00:00:00,Sim,2004-11-03 00:00:00
1-PSY-1-RN,POT-T-696,Potiguar,RN,TERRA,Petrosynergy,2004-10-14 04:30:00,2004-10-27 00:00:00,Não,
1-AURI-3-RN,POT-T-302,Potiguar,RN,TERRA,Aurizônia Petróleo,2004-10-09 06:00:00,2004-10-17 00:00:00,Não,
4-BRSA-310-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-10-08 02:30:00,2004-11-03 00:00:00,Sim,2004-11-01 00:00:00
1-PTX-2-RN,POT-T-512,Potiguar,RN,TERRA,Mandacaru Energia,2004-10-05 00:01:00,2004-10-13 00:00:00,Não,
4-BRSA-307-SCS,BM-S-12,Santos,SC,MAR,Petrobras,2004-10-02 04:50:00,2005-01-21 00:00:00,Sim,2004-11-26 00:00:00
1-PTX-1-RN,POT-T-558,Potiguar,RN,TERRA,Mandacaru Energia,2004-09-26 00:01:00,2004-10-22 00:00:00,Sim,2004-10-03 00:00:00
3-BRSA-306-RJS,BC-50,Campos,RJ,MAR,Petrobras,2004-09-24 13:40:00,2004-10-13 00:00:00,Não,
1-BRSA-305DP-BA,REC-T-41,Recôncavo,BA,TERRA,Petrobras,2004-09-18 03:00:00,2004-12-29 00:00:00,Sim,2004-09-24 00:00:00
3-BRSA-303-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2004-09-17 08:30:00,2004-10-15 00:00:00,Sim,2004-10-13 00:00:00
1-CHEV-1-SPS,BM-S-7,Santos,SP,MAR,Chevron Brasileira,2004-09-17 06:30:00,2004-11-15 00:00:00,Não,
1-AURI-2-RN,POT-T-302,Potiguar,RN,TERRA,Aurizônia Petróleo,2004-09-13 03:30:00,2004-10-03 00:00:00,Sim,2004-10-01 00:00:00
1-MPE-7-RN,BT-POT-5,Potiguar,RN,TERRA,Marítima,2004-09-10 17:00:00,2004-10-07 00:00:00,Sim,2004-10-05 00:00:00
3-BRSA-302-SPS,BS-400,Santos,SP,MAR,Petrobras,2004-09-07 02:00:00,2004-12-09 00:00:00,Sim,2004-10-27 00:00:00
3-BRSA-300D-ES,ES-T-382,Espírito Santo,ES,TERRA,Petrobras,2004-09-05 09:30:00,2004-10-01 00:00:00,Sim,2004-09-30 00:00:00
1-BRSA-299D-BA,REC-T-41,Recôncavo,BA,TERRA,Petrobras,2004-09-04 11:00:00,2004-09-16 00:00:00,Sim,2004-09-17 00:00:00
1-BRSA-298D-RN,POT-T-837,Potiguar,RN,TERRA,Petrobras,2004-09-01 01:00:00,2004-09-24 00:00:00,Não,
4-BRSA-297-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-08-29 05:00:00,2004-10-31 00:00:00,Sim,2004-11-01 00:00:00
1-BRSA-295D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2004-08-18 12:00:00,2005-04-24 00:00:00,Sim,2004-10-29 00:00:00
1-AURI-1-RN,POT-T-432,Potiguar,RN,TERRA,Aurizônia Petróleo,2004-08-17 03:00:00,2004-09-05 00:00:00,Sim,2005-10-24 00:00:00
1-BP-3-APS,BM-FZA-1,Foz do Amazonas,AP,MAR,BP Brasil,2004-08-14 03:10:00,2004-12-09 00:00:00,Não,
3-BRSA-293D-SPS,BS-400,Santos,SP,MAR,Petrobras,2004-08-06 22:30:00,2005-02-28 00:00:00,Sim,2004-11-19 00:00:00
3-BRSA-292-RJS,BC-50,Campos,RJ,MAR,Petrobras,2004-08-02 03:55:00,2004-09-18 00:00:00,Não,
4-BRSA-291D-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-07-29 01:00:00,2004-10-13 00:00:00,Sim,2004-09-09 00:00:00
1-BRSA-289-SPS,BM-S-3,Santos,SP,MAR,Petrobras,2004-07-18 04:30:00,2004-09-12 00:00:00,Sim,2004-08-25 00:00:00
3-DEV-5DP-RJS,BM-C-8,Campos,RJ,MAR,BP Energy,2004-07-17 13:00:00,2004-09-11 00:00:00,Sim,2004-08-16 00:00:00
1-BRSA-285D-BA,BT-REC-4,Recôncavo,BA,TERRA,Petrobras,2004-07-10 12:00:00,2004-08-20 00:00:00,Sim,2004-08-18 00:00:00
3-BRSA-284-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-06-26 16:30:00,2004-07-26 00:00:00,Não,
5-BRSA-283-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2004-06-25 10:00:00,2004-09-15 00:00:00,Sim,2000-05-05 00:00:00
1-BRSA-282-ES,BT-ES-15,Espírito Santo,ES,TERRA,Petrobras,2004-06-23 11:00:00,2004-07-31 00:00:00,Sim,2004-08-03 00:00:00
1-BRSA-281-ESS,BM-ES-9,Espírito Santo,ES,MAR,Petrobras,2004-06-12 20:45:00,2004-10-24 00:00:00,Não,
1-BRSA-280-ES,BT-ES-12,Espírito Santo,ES,TERRA,Petrobras,2004-06-12 13:00:00,2004-06-18 00:00:00,Não,
3-BRSA-279DP-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2004-06-12 10:30:00,2004-07-14 00:00:00,Sim,2004-07-13 00:00:00
1-DEV-4-RJS,BM-C-8,Campos,RJ,MAR,BP Energy,2004-06-04 05:00:00,2004-07-18 00:00:00,Sim,2004-06-28 00:00:00
3-BRSA-277-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-05-30 05:35:00,2004-06-25 00:00:00,Sim,2004-06-17 00:00:00
1-ENC-1A-RJS,BM-C-7,Campos,RJ,MAR,IBV Brasil Petróleo,2004-05-24 21:00:00,2004-06-02 00:00:00,Não,
3-MPE-6-BA,BT-REC-3,Recôncavo,BA,TERRA,Marítima,2004-05-10 12:30:00,2004-06-09 00:00:00,Sim,2004-06-09 00:00:00
1-BRSA-276-RN,POT-T-655,Potiguar,RN,TERRA,Petrobras,2004-05-03 00:01:00,2004-08-28 00:00:00,Sim,2004-06-24 00:00:00
3-BRSA-275-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-04-30 09:20:00,2004-05-28 00:00:00,Sim,2000-05-05 00:00:00
3-BRSA-274-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2004-04-30 02:30:00,2004-06-10 00:00:00,Sim,2004-06-11 00:00:00
1-ENC-1-RJS,BM-C-7,Campos,RJ,MAR,IBV Brasil Petróleo,2004-04-29 01:15:00,2004-05-23 00:00:00,Sim,2004-05-13 00:00:00
3-BRSA-273-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-04-17 09:30:00,2004-05-06 00:00:00,Não,
3-BRSA-272-RNS,BPOT-100A,Potiguar,RN,MAR,Petrobras,2004-04-09 06:00:00,2004-09-01 00:00:00,Sim,2004-06-09 00:00:00
6-BRSA-270-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2004-04-04 01:00:00,2004-08-13 00:00:00,Sim,2004-05-31 00:00:00
1-BRSA-266D-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2004-03-05 00:01:00,2004-05-15 00:00:00,Sim,2004-04-06 00:00:00
1-MPE-5DP-BA,BT-REC-3,Recôncavo,BA,TERRA,Marítima,2004-03-04 06:00:00,2005-02-03 00:00:00,Sim,2004-04-02 00:00:00
4-BRSA-265-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2004-02-26 09:00:00,2004-07-14 00:00:00,Sim,2004-05-10 00:00:00
1-BRSA-267-BAS,BM-J-1,Jequitinhonha,BA,MAR,Petrobras,2004-02-07 20:00:00,2004-06-08 00:00:00,Não,
4-BRSA-189A-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2004-02-02 18:10:00,2004-03-29 00:00:00,Sim,2004-03-04 00:00:00
4-BRSA-262-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-01-27 16:30:00,2004-04-27 00:00:00,Sim,2004-02-16 00:00:00
3-BRSA-261-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2004-01-25 10:00:00,2004-02-21 00:00:00,Não,
1-WINT-1-SPS,BM-S-14,Santos,SP,MAR,Wintershall BM-S-14,2004-01-24 18:10:00,2004-04-24 00:00:00,Sim,2004-04-29 00:00:00
3-BRSA-260-ESS,BC-60,Campos,ES,MAR,Petrobras,2004-01-19 07:30:00,2004-04-10 00:00:00,Sim,2004-02-26 00:00:00
1-MPE-4-BA,BT-REC-3,Recôncavo,BA,TERRA,Marítima,2003-12-23 06:00:00,2004-02-05 00:00:00,Não,
1-BRSA-257-RN,BT-POT-4,Potiguar,RN,TERRA,Petrobras,2003-12-14 20:00:00,2004-02-18 00:00:00,Sim,2003-12-29 00:00:00
4-BRSA-256-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2003-12-11 12:00:00,2004-01-25 00:00:00,Sim,2004-01-23 00:00:00
3-BRSA-255-RJS,MRB,Campos,RJ,MAR,Petrobras,2003-12-02 08:00:00,2004-02-29 00:00:00,Sim,2004-01-05 00:00:00
3-BRSA-252-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2003-11-22 13:00:00,2004-01-26 00:00:00,Sim,2003-12-16 00:00:00
3-BRSA-250-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2003-11-02 18:30:00,2003-12-15 00:00:00,Sim,2003-12-04 00:00:00
4-BRSA-249-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2003-10-25 22:00:00,2004-01-11 00:00:00,Sim,2004-01-09 00:00:00
4-BRSA-248-ES,BT-ES-12,Espírito Santo,ES,TERRA,Petrobras,2003-10-24 01:30:00,2003-11-10 00:00:00,Sim,2003-11-07 00:00:00
1-BRSA-245-RN,BT-POT-4,Potiguar,RN,TERRA,Petrobras,2003-10-05 08:30:00,2003-10-17 00:00:00,Sim,2003-10-16 00:00:00
1-BRSA-244-RJS,BM-C-3,Campos,RJ,MAR,Petrobras,2003-09-29 18:10:00,2003-11-26 00:00:00,Sim,2003-11-14 00:00:00
3-BRSA-242A-SPS,BS-400,Santos,SP,MAR,Petrobras,2003-09-28 14:30:00,2004-01-19 00:00:00,Sim,2004-01-14 00:00:00
3-BRSA-242-SPS,BS-400,Santos,SP,MAR,Petrobras,2003-09-25 03:30:00,2003-09-28 00:00:00,Não,
1-BRSA-241-ES,BT-ES-12,Espírito Santo,ES,TERRA,Petrobras,2003-09-19 12:00:00,2003-10-06 00:00:00,Sim,2003-10-06 00:00:00
3-BRSA-240-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-09-16 05:48:00,2003-10-15 00:00:00,Sim,2003-10-14 00:00:00
1-BRSA-220A-SPS,BS-400,Santos,SP,MAR,Petrobras,2003-09-13 00:01:00,2003-11-06 00:00:00,Sim,2003-10-16 00:00:00
3-BRSA-237-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2003-09-01 12:30:00,2003-10-31 00:00:00,Sim,2003-10-28 00:00:00
6-BRSA-236D-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-08-29 17:30:00,2003-10-22 00:00:00,Sim,2003-09-30 00:00:00
3-BRSA-234-RJS,MRB,Campos,RJ,MAR,Petrobras,2003-08-23 08:38:00,2003-11-28 00:00:00,Sim,2003-10-14 00:00:00
1-MPE-3-AL,BT-SEAL-3,Alagoas,AL,TERRA,Marítima,2003-08-15 20:00:00,2003-09-07 00:00:00,Não,
1-MPE-2-BA,BT-REC-2,Recôncavo,BA,TERRA,Marítima,2003-08-09 22:00:00,2003-12-05 00:00:00,Sim,2003-10-07 00:00:00
3-ELPS-15D-SPS,BS-1,Santos,SP,MAR,Elf Brasil,2003-08-04 11:30:00,2004-01-11 00:00:00,Sim,2003-10-03 00:00:00
1-BRSA-233-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-07-20 02:44:00,2003-09-27 00:00:00,Sim,2003-09-26 00:00:00
4-BRSA-232-ESS,BC-600,Campos,ES,MAR,Petrobras,2003-07-19 09:30:00,2003-08-29 00:00:00,Não,
4-BRSA-231-RJS,BC-30,Campos,RJ,MAR,Petrobras,2003-07-11 02:47:00,2003-09-11 00:00:00,Sim,2003-09-12 00:00:00
3-SHEL-16HP-ESS,BC-10,Campos,ES,MAR,Shell,2003-07-02 13:00:00,2003-08-18 00:00:00,Sim,2003-07-08 00:00:00
1-BRSA-229A-ESS,BES-200,Espírito Santo,ES,MAR,Petrobras,2003-07-01 15:35:00,2003-07-18 00:00:00,Não,
1-BRSA-230-RJS,BC-400,Campos,RJ,MAR,Petrobras,2003-06-30 04:30:00,2003-08-27 00:00:00,Sim,2003-08-26 00:00:00
1-BRSA-229-ESS,BES-200,Espírito Santo,ES,MAR,Petrobras,2003-06-29 10:55:00,2003-07-18 00:00:00,Não,
1-BRSA-228-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2003-06-26 01:20:00,2003-07-16 00:00:00,Não,
4-BRSA-227-RJS,BC-50,Campos,RJ,MAR,Petrobras,2003-06-20 09:00:00,2003-07-18 00:00:00,Sim,2003-07-15 00:00:00
1-BRSA-225-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-06-14 21:00:00,2003-06-28 00:00:00,Não,
1-ELPS-14B-SPS,BS-1,Santos,SP,MAR,Elf Brasil,2003-06-14 09:30:00,2003-07-30 00:00:00,Sim,2003-07-03 00:00:00
1-BRSA-224-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2003-06-14 06:04:00,2003-07-05 00:00:00,Não,
1-BRSA-223-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2003-06-08 12:30:00,2003-09-04 00:00:00,Sim,2005-01-24 00:00:00
1-BRSA-220-SPS,BS-400,Santos,SP,MAR,Petrobras,2003-06-04 10:00:00,2003-09-08 00:00:00,Sim,2003-08-05 00:00:00
1-BRSA-219-ESS,BC-600,Campos,ES,MAR,Petrobras,2003-06-03 21:00:00,2003-06-23 00:00:00,Não,
1-ELPS-14A-SPS,BS-1,Santos,SP,MAR,Elf Brasil,2003-05-31 03:00:00,2003-07-30 00:00:00,Não,
4-BRSA-218-RJS,BC-20,Campos,RJ,MAR,Petrobras,2003-05-30 08:58:00,2003-06-24 00:00:00,Sim,2003-06-23 00:00:00
1-BRSA-216-RJS,MRB,Campos,RJ,MAR,Petrobras,2003-05-21 03:15:00,2003-06-13 00:00:00,Sim,2003-06-11 00:00:00
1-BRSA-215-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-05-17 17:00:00,2003-06-13 00:00:00,Sim,2003-06-05 00:00:00
1-BRSA-214-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2003-05-16 07:15:00,2003-06-08 00:00:00,Não,
1-BRSA-212-RJS,BC-400,Campos,RJ,MAR,Petrobras,2003-05-15 11:50:00,2003-05-28 00:00:00,Não,
1-ELPS-14-SPS,BS-1,Santos,SP,MAR,Elf Brasil,2003-05-15 11:00:00,2003-07-30 00:00:00,Não,
1-BRSA-213-RJS,BC-100,Campos,RJ,MAR,Petrobras,2003-05-15 10:15:00,2003-06-25 00:00:00,Sim,2003-06-23 00:00:00
1-MPE-1-BA,BT-REC-3,Recôncavo,BA,TERRA,Marítima,2003-05-13 04:00:00,2003-07-24 00:00:00,Sim,2003-07-17 00:00:00
1-BRSA-211-RJS,BS-500,Santos,RJ,MAR,Petrobras,2003-05-05 04:50:00,2003-07-26 00:00:00,Sim,2003-06-12 00:00:00
1-BRSA-201A-SPS,BS-400,Santos,SP,MAR,Petrobras,2003-05-01 02:30:00,2003-10-16 00:00:00,Sim,2003-08-04 00:00:00
4-BRSA-210-RJS,BC-50,Campos,RJ,MAR,Petrobras,2003-04-28 21:35:00,2003-05-25 00:00:00,Sim,2003-05-21 00:00:00
1-SHEL-14-RJS,BM-C-10,Campos,RJ,MAR,Shell,2003-04-25 18:00:00,2003-06-15 00:00:00,Não,
1-AGIP-3-ESS,BM-C-4,Campos,ES,MAR,Petrobras,2003-04-25 08:00:00,2003-06-13 00:00:00,Sim,2003-05-21 00:00:00
1-BRSA-201-SPS,BS-400,Santos,SP,MAR,Petrobras,2003-04-24 18:30:00,2003-04-28 00:00:00,Não,
1-BRSA-200-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-04-24 13:15:00,2003-05-15 00:00:00,Sim,2003-05-15 00:00:00
1-BRSA-199-RJS,BC-20,Campos,RJ,MAR,Petrobras,2003-04-23 20:25:00,2003-05-12 00:00:00,Não,
4-BRSA-197-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2003-04-13 07:30:00,2003-05-14 00:00:00,Não,
1-BRSA-196-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-04-06 10:00:00,2003-04-23 00:00:00,Sim,2003-04-24 00:00:00
1-BRSA-195-RN,BT-POT-4,Potiguar,RN,TERRA,Petrobras,2003-04-01 00:01:00,2003-04-12 00:00:00,Não,
4-BRSA-194-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2003-03-30 08:00:00,2003-04-12 00:00:00,Não,
3-SHEL-13-ESS,BC-10,Campos,ES,MAR,Shell,2003-03-29 09:30:00,2003-04-19 00:00:00,Sim,2003-05-06 00:00:00
4-ELPS-12-BAS,BM-CAL-4,Camamu,BA,MAR,3R Petroleum Off,2003-03-18 09:30:00,2003-04-26 00:00:00,Sim,2003-04-01 00:00:00
1-BRSA-193-RN,BT-POT-4,Potiguar,RN,TERRA,Petrobras,2003-03-13 00:10:00,2003-03-24 00:00:00,Não,
1-BRSA-192-ESS,BC-60,Campos,ES,MAR,Petrobras,2003-03-05 22:00:00,2003-04-05 00:00:00,Sim,2003-04-02 00:00:00
4-ELPS-13-BAS,BM-CAL-4,Camamu,BA,MAR,3R Petroleum Off,2003-02-27 15:30:00,2003-03-12 00:00:00,Não,
1-BRSA-191-RJS,BC-30,Campos,RJ,MAR,Petrobras,2003-02-26 01:43:00,2003-03-17 00:00:00,Não,
1-TFE-3-RJS,BC-2,Campos,RJ,MAR,Total Fina Elf,2003-02-24 21:00:00,2003-04-23 00:00:00,Sim,2003-03-28 00:00:00
3-BRSA-190-SCS,BS-3,Santos,SC,MAR,Petrobras,2003-02-19 22:00:00,2003-04-17 00:00:00,Sim,2003-04-15 00:00:00
1-QG-2-BA,BT-REC-1,Recôncavo,BA,TERRA,Queiroz Galvão,2003-02-15 22:30:00,2003-04-17 00:00:00,Não,
4-BRSA-189-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2003-02-14 16:00:00,2003-03-17 00:00:00,Sim,2003-03-21 00:00:00
3-BRSA-188A-RJS,BS-500,Santos,RJ,MAR,Petrobras,2003-02-12 12:30:00,2003-03-01 00:00:00,Sim,2003-02-26 00:00:00
3-BRSA-188-RJS,BS-500,Santos,RJ,MAR,Petrobras,2003-02-04 00:30:00,2003-02-11 00:00:00,Não,
3-ELPS-11-BAS,BM-CAL-4,Camamu,BA,MAR,3R Petroleum Off,2003-01-26 16:00:00,2003-02-18 00:00:00,Sim,2003-02-11 00:00:00
1-AGIP-2-RJS,BM-S-4,Santos,RJ,MAR,Eni Oil,2003-01-22 16:30:00,2003-02-22 00:00:00,Sim,2003-02-05 00:00:00
1-BRSA-187-RJS,BC-50,Campos,RJ,MAR,Petrobras,2003-01-22 08:45:00,2003-02-25 00:00:00,Sim,2003-02-21 00:00:00
1-BRSA-186-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2003-01-18 17:45:00,2003-05-12 00:00:00,Sim,2003-05-06 00:00:00
4-BRSA-185-SPS,BS-400,Santos,SP,MAR,Petrobras,2003-01-16 00:30:00,2003-05-06 00:00:00,Sim,2003-02-26 00:00:00
3-BRSA-184-RJS,BS-500,Santos,RJ,MAR,Petrobras,2003-01-12 02:20:00,2003-04-22 00:00:00,Sim,2003-04-22 00:00:00
1-BRSA-183D-RJS,BS-500,Santos,RJ,MAR,Petrobras,2003-01-01 18:00:00,2003-02-01 00:00:00,Não,
4-ELPS-10-BAS,BM-CAL-4,Camamu,BA,MAR,3R Petroleum Off,2002-12-29 08:30:00,2003-01-20 00:00:00,Sim,2003-01-15 00:00:00
1-BRSA-182-RJS,BC-400,Campos,RJ,MAR,Petrobras,2002-12-22 15:40:00,2003-04-01 00:00:00,Sim,2003-03-31 00:00:00
1-BRSA-181-RJS,BC-400,Campos,RJ,MAR,Petrobras,2002-12-20 14:00:00,2003-01-14 00:00:00,Não,
1-BRSA-180-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2002-12-14 06:00:00,2003-01-01 00:00:00,Não,
1-BRSA-178-SES,SEAL-100,Sergipe,SE,MAR,Petrobras,2002-12-05 23:00:00,2003-02-12 00:00:00,Sim,2003-01-14 00:00:00
1-BRSA-174B-RJS,BC-400,Campos,RJ,MAR,Petrobras,2002-12-05 03:30:00,2002-12-21 00:00:00,Não,
1-ELPS-9-PR,BPAR-10,Paraná,PR,TERRA,3R Petroleum Off,2002-12-04 23:00:00,2003-01-23 00:00:00,Não,
1-BRSA-174A-RJS,BC-400,Campos,RJ,MAR,Petrobras,2002-12-02 23:00:00,2002-12-21 00:00:00,Não,
3-BRSA-177-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-11-29 06:30:00,2002-12-17 00:00:00,Sim,2002-12-16 00:00:00
1-BRSA-176-RJS,BC-200,Campos,RJ,MAR,Petrobras,2002-11-25 00:10:00,2003-01-09 00:00:00,Não,
1-BRSA-175-RJS,BS-500,Santos,RJ,MAR,Petrobras,2002-11-17 01:58:00,2002-11-28 00:00:00,Não,
1-BRSA-174-RJS,BC-400,Campos,RJ,MAR,Petrobras,2002-11-16 10:30:00,2002-12-21 00:00:00,Não,
3-BRSA-173-SES,SEAL-10,Sergipe,SE,MAR,Petrobras,2002-11-08 10:30:00,2002-12-14 00:00:00,Não,
1-BRSA-172-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-11-07 21:00:00,2002-11-25 00:00:00,Sim,2002-11-21 00:00:00
1-BRSA-161A-RJS,BS-500,Santos,RJ,MAR,Petrobras,2002-11-02 11:00:00,2003-03-12 00:00:00,Sim,2003-01-21 00:00:00
1-BRSA-171-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-11-02 09:30:00,2002-12-11 00:00:00,Sim,2002-11-21 00:00:00
3-BRSA-170-AM,BA-3,Amazonas,AM,TERRA,Petrobras,2002-10-24 06:00:00,2002-11-24 00:00:00,Não,
1-SHEL-12-ESS,BC-10,Campos,ES,MAR,Shell,2002-10-20 06:15:00,2002-11-12 00:00:00,Não,
3-BRSA-169-ESS,BFRD,Espírito Santo,ES,MAR,Petrobras,2002-10-18 19:30:00,2002-11-21 00:00:00,Não,
1-BRSA-60A-SCS,BS-3,Santos,SC,MAR,Petrobras,2002-10-15 20:30:00,2003-01-08 00:00:00,Sim,2002-11-11 00:00:00
3-BRSA-168-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-10-15 10:10:00,2002-12-15 00:00:00,Sim,2002-11-04 00:00:00
1-AGIP-1-RJS,BM-S-4,Santos,RJ,MAR,Eni Oil,2002-10-03 04:15:00,2002-12-01 00:00:00,Sim,2002-10-14 00:00:00
1-SHEL-11-ESS,BC-10,Campos,ES,MAR,Shell,2002-09-26 07:30:00,2002-10-18 00:00:00,Sim,2002-10-09 00:00:00
3-BRSA-166-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-09-10 17:00:00,2002-10-07 00:00:00,Sim,2002-10-04 00:00:00
3-BRSA-164-AM,BA-3,Amazonas,AM,TERRA,Petrobras,2002-08-19 06:00:00,2002-10-03 00:00:00,Não,
1-BRSA-162-RJS,BC-20,Campos,RJ,MAR,Petrobras,2002-08-16 01:05:00,2002-09-08 00:00:00,Sim,2002-09-05 00:00:00
1-BRSA-161-RJS,BS-500,Santos,RJ,MAR,Petrobras,2002-08-13 11:00:00,2002-11-06 00:00:00,Sim,2002-09-05 00:00:00
1-SHEL-10-RJS,BS-4,Santos,RJ,MAR,Shell,2002-08-12 09:30:00,2002-09-19 00:00:00,Não,
3-BRSA-160-ESS,BFRD,Espírito Santo,ES,MAR,Petrobras,2002-08-05 21:00:00,2002-10-05 00:00:00,Sim,2002-09-02 00:00:00
4-BRSA-159-ES,BREG,Espírito Santo,ES,TERRA,Petrobras,2002-07-26 05:30:00,2002-08-26 00:00:00,Não,
4-BRSA-158-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-07-23 04:00:00,2002-08-09 00:00:00,Sim,2002-08-07 00:00:00
1-BRSA-157-RJS,BS-500,Santos,RJ,MAR,Petrobras,2002-07-19 18:40:00,2002-08-12 00:00:00,Sim,2002-08-09 00:00:00
1-ESSO-2-ESS,BM-ES-1,Espírito Santo,ES,MAR,Esso Expl Offshore,2002-07-18 19:00:00,2002-08-08 00:00:00,Não,
3-BRSA-156-ES,BCED,Espírito Santo,ES,TERRA,Petrobras,2002-07-17 06:00:00,2003-03-13 00:00:00,Sim,2002-07-29 00:00:00
1-BRSA-155-RJS,BC-200,Campos,RJ,MAR,Petrobras,2002-07-12 21:00:00,2002-11-18 00:00:00,Sim,2002-09-13 00:00:00
3-BRSA-154-SES,SEAL-10,Sergipe,SE,MAR,Petrobras,2002-07-08 04:00:00,2002-08-12 00:00:00,Sim,2002-07-29 00:00:00
1-BRSA-153-RJS,BS-500,Santos,RJ,MAR,Petrobras,2002-07-07 16:00:00,2002-10-30 00:00:00,Sim,2002-09-04 00:00:00
1-BRSA-152-RJS,BM-C-6,Campos,RJ,MAR,Petrobras,2002-07-06 16:00:00,2002-08-30 00:00:00,Sim,2002-08-23 00:00:00
1-KMG-2-SPS,BS-1,Santos,SP,MAR,Kerr-McGee Brasil,2002-06-28 21:45:00,2002-08-05 00:00:00,Não,
3-BRSA-149HPA-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-06-25 14:00:00,2002-10-11 00:00:00,Sim,2002-07-08 00:00:00
3-BRSA-151-SES,SEAL-10,Sergipe,SE,MAR,Petrobras,2002-06-09 00:01:00,2002-06-27 00:00:00,Não,
1-TFE-2DP-RJS,BC-2,Campos,RJ,MAR,Total Fina Elf,2002-06-07 15:00:00,2002-07-13 00:00:00,Não,
3-BRSA-150-BAS,BCUM-1,Cumuruxatiba,BA,MAR,Petrobras,2002-06-06 00:20:00,2002-07-21 00:00:00,Não,
1-BRSA-148-RJS,BC-100,Campos,RJ,MAR,Petrobras,2002-06-05 17:30:00,2002-07-04 00:00:00,Não,
3-BRSA-149HP-ESS,BC-60,Campos,ES,MAR,Petrobras,2002-06-05 16:55:00,2002-10-11 00:00:00,Não,
1-TFE-1-RJS,BC-2,Campos,RJ,MAR,Total Fina Elf,2002-05-17 20:00:00,2002-06-07 00:00:00,Sim,2002-05-31 00:00:00
1-BRSA-147-ESS,BES-100,Espírito Santo,ES,MAR,Petrobras,2002-05-06 06:30:00,2002-06-28 00:00:00,Não,
3-BRSA-146-BAS,BCUM-1,Cumuruxatiba,BA,MAR,Petrobras,2002-04-22 09:00:00,2002-06-05 00:00:00,Não,
3-BRSA-145H-RJS,BC-30,Campos,RJ,MAR,Petrobras,2002-04-17 01:00:00,2002-07-20 00:00:00,Não,
1-SHEL-9-ESS,BC-10,Campos,ES,MAR,Shell,2002-04-14 01:00:00,2002-05-12 00:00:00,Sim,2002-05-17 00:00:00
3-BRSA-143-RNS,BPOT-100A,Potiguar,RN,MAR,Petrobras,2002-04-13 15:00:00,2003-03-08 00:00:00,Sim,2002-12-10 00:00:00
1-BRSA-142-RJS,BC-30,Campos,RJ,MAR,Petrobras,2002-04-11 11:00:00,2002-04-29 00:00:00,Não,
