POÇO ANP,BLOCO,BACIA,ESTADO,AMBIENTE,OPERADOR,INÍCIO DA PERFURAÇÃO,CONCLUSÃO DO POÇO,NOTIFICAÇÃO DE DESCOBERTA ?,DATA DA NOTIFICAÇÃO DE DESCOBERTA
4-BRSA-934-ES,BT-ES-15,Espírito Santo,ES,TERRA,Petrobras,2011-04-11 15:30:00,2011-05-20 00:00:00,Sim,2011-05-20 00:00:00
3-OGX-41D-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2011-04-03 11:00:00,2011-04-28 00:00:00,Sim,2011-04-19 00:00:00
1-BRSA-930D-SES,SEAL-M-495,Sergipe,SE,MAR,Petrobras,2011-04-03 09:30:00,2011-05-01 00:00:00,Não,
3-OGX-40D-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2011-03-26 03:30:00,2011-05-01 00:00:00,Sim,2011-04-19 00:00:00
3-OGX-38-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2011-03-25 00:00:00,2011-06-11 00:00:00,Sim,2011-05-17 00:00:00
3-BRSA-929P-SPS,S-M-1352,Santos,SP,MAR,Petrobras,2011-03-16 07:15:00,2011-03-25 00:00:00,Não,
1-STAT-1D-RJS,C-M-529,Campos,RJ,MAR,Equinor Brasil,2011-03-11 18:30:00,2011-06-10 00:00:00,Sim,2011-04-13 00:00:00
1-BRSA-927-RN,POT-T-515,Potiguar,RN,TERRA,Petrobras,2011-03-06 21:30:00,2011-03-23 00:00:00,Não,
1-OGX-37-RJS,C-M-621,Campos,RJ,MAR,PetroRio,2011-03-06 01:00:00,2011-04-16 00:00:00,Sim,2011-04-13 00:00:00
1-BRSA-926D-ESS,ES-M-525,Espírito Santo,ES,MAR,Petrobras,2011-03-02 15:30:00,2011-07-22 00:00:00,Sim,2011-06-08 00:00:00
1-BRSA-925-RJS,S-M-417,Santos,RJ,MAR,Petrobras,2011-03-01 15:15:00,2011-03-05 00:00:00,Não,
4-BRSA-924-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2011-02-25 01:30:00,2011-05-07 00:00:00,Não,
1-STAR-20-RJS,C-M-498,Campos,RJ,MAR,SHB,2011-02-23 18:30:00,2011-05-13 00:00:00,Não,
3-BRSA-923A-SPS,BM-S-9,Santos,SP,MAR,Petrobras,2011-02-20 00:00:00,2011-08-09 00:00:00,Sim,2011-07-27 00:00:00
3-BRSA-923-SPS,BM-S-9,Santos,SP,MAR,Petrobras,2011-02-15 06:00:00,2011-02-19 00:00:00,Não,
3-OGX-36D-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2011-02-14 14:00:00,2011-03-24 00:00:00,Sim,2011-03-21 00:00:00
1-BRSA-921-RJS,C-M-146,Campos,RJ,MAR,Petrobras,2011-02-14 02:30:00,2011-07-02 00:00:00,Sim,2011-06-24 00:00:00
1-OGX-34-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2011-02-13 08:00:00,2011-05-02 00:00:00,Sim,2011-03-18 00:00:00
3-OGX-35D-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2011-02-12 21:00:00,2011-03-31 00:00:00,Sim,2011-03-24 00:00:00
3-VITA-13-ES,ES-T-392,Espírito Santo,ES,TERRA,Vipetro,2011-02-11 06:30:00,2011-05-02 00:00:00,Sim,2011-05-04 00:00:00
1-BRSA-919-PB,RIOP-T-41,Rio do Peixe,PB,TERRA,Petrobras,2011-02-08 00:30:00,2011-02-14 00:00:00,Não,
1-IMET-2-BA,REC-T-211,Recôncavo,BA,TERRA,Imetame,2011-02-07 15:00:00,2011-03-13 00:00:00,Sim,2011-03-11 00:00:00
3-BRSA-917D-SPS,S-M-1352,Santos,SP,MAR,Petrobras,2011-02-06 14:00:00,2011-03-16 00:00:00,Não,
1-OGX-33-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2011-02-03 12:00:00,2011-04-09 00:00:00,Sim,2011-04-13 00:00:00
1-GALP-37-RN,POT-T-743,Potiguar,RN,TERRA,Petrogal Brasil,2011-02-01 18:30:00,2011-03-07 00:00:00,Não,
3-BRSA-915D-BA,REC-T-181,Recôncavo,BA,TERRA,Petrobras,2011-01-29 23:30:00,2011-03-08 00:00:00,Não,
1-STAR-19-RJS,C-M-622,Campos,RJ,MAR,SHB,2011-01-25 00:21:00,2011-09-02 00:00:00,Sim,2011-05-03 00:00:00
1-BRSA-911-SPS,S-M-1163,Santos,SP,MAR,Petrobras,2011-01-21 18:00:00,2011-03-21 00:00:00,Não,
1-UTC-4-PB,RIOP-T-20,Rio do Peixe,PB,TERRA,UTC Engenharia,2011-01-19 09:00:00,2011-02-12 00:00:00,Não,
1-BRSA-909-PB,RIOP-T-41,Rio do Peixe,PB,TERRA,Petrobras,2011-01-18 00:00:00,2011-01-25 00:00:00,Não,
6-OGX-32P-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2011-01-16 09:00:00,2011-02-10 00:00:00,Sim,2011-02-14 00:00:00
1-APL-4DPA-RJS,C-M-202,Campos,RJ,MAR,Anadarko,2011-01-15 04:00:00,2011-02-15 00:00:00,Sim,2011-02-08 00:00:00
1-OGX-31-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2011-01-14 23:00:00,2011-03-03 00:00:00,Sim,2010-02-28 00:00:00
1-BRSA-905A-RJS,S-M-172,Santos,RJ,MAR,Petrobras,2011-01-12 17:30:00,2011-01-22 00:00:00,Não,
1-OGX-30-RJS,S-M-270,Santos,RJ,MAR,PetroRio,2011-01-11 18:43:00,2011-05-22 00:00:00,Sim,2011-05-12 00:00:00
1-MRK-5-RJS,C-M-560,Campos,RJ,MAR,Maersk,2011-01-09 05:30:00,2011-03-07 00:00:00,Sim,2011-02-18 00:00:00
1-BRSA-906-ESS,ES-M-527,Espírito Santo,ES,MAR,Petrobras,2011-01-08 16:30:00,2011-06-24 00:00:00,Sim,2011-04-15 00:00:00
1-STAR-18-ES,ES-T-401,Espírito Santo,ES,TERRA,SHB,2011-01-07 22:00:00,2011-02-19 00:00:00,Não,
1-BRSA-905-RJS,S-M-172,Santos,RJ,MAR,Petrobras,2011-01-07 17:00:00,2011-08-19 00:00:00,Sim,2011-08-16 00:00:00
1-BRSA-903-PAS,BM-PAMA-3,Pará - Maranhão,PA,MAR,Petrobras,2011-01-07 08:30:00,2011-10-01 00:00:00,Sim,2011-06-08 00:00:00
1-OGX-29B-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2011-01-05 00:55:00,2011-01-16 00:00:00,Não,
1-OGX-29A-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2011-01-03 00:30:00,2011-01-05 00:00:00,Não,
1-OGX-29-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2010-12-29 14:30:00,2011-01-03 00:00:00,Não,
1-OGX-28D-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2010-12-28 05:30:00,2011-02-11 00:00:00,Sim,2011-02-14 00:00:00
6-OGX-27P-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2010-12-25 16:00:00,2011-01-31 00:00:00,Não,
1-BRSA-901-PB,RIOP-T-41,Rio do Peixe,PB,TERRA,Petrobras,2010-12-23 12:30:00,2011-01-14 00:00:00,Não,
1-REPF-11A-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2010-12-22 03:55:00,2011-05-13 00:00:00,Sim,2011-04-04 00:00:00
6-MRK-4P-RJS,C-M-560,Campos,RJ,MAR,Maersk,2010-12-05 11:50:00,2011-01-08 00:00:00,Sim,2011-01-04 00:00:00
1-REPF-11-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2010-11-23 00:45:00,2010-12-12 00:00:00,Não,
3-BRSA-893-RN,BT-POT-9,Potiguar,RN,TERRA,Petrobras,2010-11-22 16:30:00,2011-03-19 00:00:00,Sim,2010-12-21 00:00:00
1-BRSA-892-AM,BT-SOL-1,Solimões,AM,TERRA,Petrobras,2010-11-21 20:30:00,2011-05-03 00:00:00,Sim,2011-03-04 00:00:00
3-BRSA-891A-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-11-20 07:00:00,2011-05-05 00:00:00,Sim,2011-02-28 00:00:00
1-BRSA-890A-SPS,S-M-792,Santos,SP,MAR,Petrobras,2010-11-17 19:30:00,2010-11-18 00:00:00,Não,
3-BRSA-891-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-11-17 17:30:00,2010-11-19 00:00:00,Não,
1-BRSA-890-SPS,S-M-792,Santos,SP,MAR,Petrobras,2010-11-15 08:00:00,2010-12-27 00:00:00,Não,
1-OGX-25-RJS,C-M-466,Campos,RJ,MAR,PetroRio,2010-11-14 22:00:00,2010-12-25 00:00:00,Sim,2011-01-11 00:00:00
3-ESSO-5-SPS,BM-S-22,Santos,SP,MAR,ExxonMobil Brasil,2010-11-11 14:30:00,2011-01-06 00:00:00,Sim,2011-01-25 00:00:00
1-BRSA-888D-BA,REC-T-209,Recôncavo,BA,TERRA,Petrobras,2010-11-09 14:30:00,2011-03-27 00:00:00,Sim,2011-01-27 00:00:00
1-BRSA-886-RJS,S-M-330,Santos,RJ,MAR,Petrobras,2010-11-06 12:45:00,2012-06-05 00:00:00,Não,
1-BRSA-885-RJS,C-M-96,Campos,RJ,MAR,Petrobras,2010-11-04 07:15:00,2011-01-26 00:00:00,Não,
1-MRK-3-RJS,C-M-560,Campos,RJ,MAR,Maersk,2010-11-03 07:00:00,2011-01-08 00:00:00,Sim,2010-12-13 00:00:00
1-OGX-24-RJS,S-M-226,Santos,RJ,MAR,PetroRio,2010-10-30 09:00:00,2010-12-23 00:00:00,Não,
3-BRSA-883-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-10-28 22:30:00,2011-03-22 00:00:00,Sim,2011-03-04 00:00:00
1-OGX-23-RJS,S-M-270,Santos,RJ,MAR,PetroRio,2010-10-25 16:20:00,2011-01-10 00:00:00,Não,
1-BRSA-882-ESS,ES-M-594,Espírito Santo,ES,MAR,Petrobras,2010-10-25 05:52:00,2011-01-04 00:00:00,Sim,2010-12-16 00:00:00
1-OGX-22-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2010-10-23 20:00:00,2011-01-24 00:00:00,Sim,2010-11-24 00:00:00
1-BRSA-876A-SPS,S-M-731,Santos,SP,MAR,Petrobras,2010-10-19 02:00:00,2011-09-11 00:00:00,Não,
1-VITA-12-ES,ES-T-466,Espírito Santo,ES,TERRA,Vipetro,2010-10-17 09:00:00,2011-02-16 00:00:00,Sim,2011-01-14 00:00:00
1-BRSA-878-ESS,ES-M-523,Espírito Santo,ES,MAR,Petrobras,2010-10-13 02:45:00,2010-12-08 00:00:00,Não,
1-BRSA-876-SPS,S-M-731,Santos,SP,MAR,Petrobras,2010-10-10 20:30:00,2010-10-19 00:00:00,Não,
1-BRSA-875-SES,SEAL-M-495,Sergipe,SE,MAR,Petrobras,2010-10-08 09:07:00,2010-12-22 00:00:00,Sim,2010-12-02 00:00:00
4-GALP-36-SE,SEAL-T-429,Sergipe,SE,TERRA,Petrogal Brasil,2010-10-02 07:30:00,2010-10-27 00:00:00,Sim,2010-10-21 00:00:00
3-BRSA-873-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2010-09-30 03:30:00,2011-02-06 00:00:00,Sim,2010-11-09 00:00:00
3-OGX-21D-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2010-09-28 08:30:00,2010-11-26 00:00:00,Sim,2010-10-20 00:00:00
1-BRSA-871-MG,SF-T-112,São Francisco,MG,TERRA,Petrobras,2010-09-24 19:00:00,2011-05-10 00:00:00,Sim,2011-04-20 00:00:00
1-BRSA-870-SPS,S-M-1352,Santos,SP,MAR,Petrobras,2010-09-22 21:03:00,2011-01-14 00:00:00,Sim,2010-11-16 00:00:00
3-BRSA-865A-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-09-20 08:00:00,2011-01-06 00:00:00,Sim,2010-12-15 00:00:00
1-REPF-10-SPS,S-M-675,Santos,SP,MAR,Repsol Sinopec,2010-09-10 20:30:00,2010-10-27 00:00:00,Não,
1-OGX-20-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2010-09-05 06:30:00,2011-01-13 00:00:00,Sim,2010-10-14 00:00:00
1-PTX-23-RN,POT-T-601,Potiguar,RN,TERRA,Mandacaru Energia,2010-09-03 06:30:00,2010-09-12 00:00:00,Não,
3-BRSA-865-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-08-30 17:10:00,2010-09-19 00:00:00,Não,
1-BRSA-864-SPS,S-M-1354,Santos,SP,MAR,Petrobras,2010-08-25 16:08:00,2010-09-18 00:00:00,Não,
1-OGX-17A-RJS,S-M-226,Santos,RJ,MAR,PetroRio,2010-08-24 03:00:00,2010-10-26 00:00:00,Sim,2010-10-08 00:00:00
1-OGX-19A-RJS,S-M-270,Santos,RJ,MAR,PetroRio,2010-08-23 06:30:00,2010-10-22 00:00:00,Sim,2010-09-29 00:00:00
3-GALP-35-SE,SEAL-T-429,Sergipe,SE,TERRA,Petrogal Brasil,2010-08-22 17:00:00,2010-09-19 00:00:00,Sim,2010-09-20 00:00:00
1-OGX-18A-RJS,C-M-499,Campos,RJ,MAR,PetroRio,2010-08-13 23:00:00,2010-09-30 00:00:00,Não,
1-OGX-19-RJS,S-M-270,Santos,RJ,MAR,PetroRio,2010-08-13 10:30:00,2010-08-20 00:00:00,Não,
1-BRSA-862-RNS,BM-POT-11,Potiguar,RN,MAR,Petrobras,2010-08-11 16:00:00,2011-04-25 00:00:00,Sim,2010-12-07 00:00:00
3-BRSA-861-SPS,LPA,Santos,SP,MAR,Petrobras,2010-08-11 02:30:00,2011-02-10 00:00:00,Sim,2011-01-25 00:00:00
1-APL-4D-RJS,C-M-202,Campos,RJ,MAR,Anadarko,2010-08-10 18:15:00,2011-01-15 00:00:00,Sim,2011-01-21 00:00:00
1-SHEL-23-RJS,S-M-518,Santos,RJ,MAR,Shell,2010-08-09 16:40:00,2010-11-14 00:00:00,Sim,2010-09-27 00:00:00
1-BRSA-858-RJS,C-M-95,Campos,RJ,MAR,Petrobras,2010-08-04 04:00:00,2010-09-23 00:00:00,Não,
6-DEV-18PA-RJS,C-M-471,Campos,RJ,MAR,BP Energy,2010-08-02 00:30:00,2010-11-26 00:00:00,Não,
1-OGX-18-RJS,C-M-499,Campos,RJ,MAR,PetroRio,2010-07-29 01:30:00,2010-08-13 00:00:00,Sim,2010-07-10 00:00:00
1-BRSA-855-ES,BT-ES-14,Espírito Santo,ES,TERRA,Petrobras,2010-07-22 13:30:00,2010-09-06 00:00:00,Não,
1-ORT-1-MG,SF-T-132,São Francisco,MG,TERRA,Orteng,2010-07-22 04:30:00,2010-10-20 00:00:00,Sim,2010-09-27 00:00:00
1-OGX-17-RJS,S-M-226,Santos,RJ,MAR,PetroRio,2010-07-22 02:00:00,2010-08-24 00:00:00,Não,
3-BRSA-854-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-07-21 17:00:00,2010-11-16 00:00:00,Sim,2010-10-22 00:00:00
4-BRSA-852-RJS,C-M-401,Campos,RJ,MAR,Petrobras,2010-07-18 14:30:00,2010-08-27 00:00:00,Sim,2010-08-17 00:00:00
1-BRSA-851-SES,SEAL-M-426,Sergipe,SE,MAR,Petrobras,2010-07-15 21:21:00,2011-09-15 00:00:00,Sim,2011-06-16 00:00:00
1-BRSA-848D-ESS,ES-M-413,Espírito Santo,ES,MAR,Petrobras,2010-07-07 16:30:00,2010-11-24 00:00:00,Sim,2010-11-13 00:00:00
1-OGX-16-MA,PN-T-68,Parnaíba,MA,TERRA,Parnaíba Gás Natural,2010-07-05 07:00:00,2010-10-10 00:00:00,Sim,2013-04-08 00:00:00
1-BRSA-847-ESS,C-M-151,Campos,ES,MAR,Petrobras,2010-07-02 16:30:00,2011-05-14 00:00:00,Sim,2011-04-26 00:00:00
1-UTC-2-RN,BT-POT-10,Potiguar,RN,TERRA,UTC Engenharia,2010-06-28 02:00:00,2010-08-03 00:00:00,Sim,2010-07-07 00:00:00
4-GALP-34-SE,SEAL-T-412,Sergipe,SE,TERRA,Petrogal Brasil,2010-06-21 15:00:00,2010-07-25 00:00:00,Sim,2010-07-23 00:00:00
1-UTC-1-RN,BT-POT-10,Potiguar,RN,TERRA,Potióleo,2010-06-19 00:30:00,2010-06-24 00:00:00,Não,
1-BRSA-841-SPS,S-M-613,Santos,SP,MAR,Petrobras,2010-06-18 18:00:00,2010-10-01 00:00:00,Sim,2010-09-02 00:00:00
1-OGX-15-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2010-06-18 11:15:00,2010-08-31 00:00:00,Sim,2010-07-21 00:00:00
3-BRSA-839A-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-06-18 00:30:00,2010-11-05 00:00:00,Sim,2010-10-06 00:00:00
3-BRSA-839-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-06-15 08:00:00,2010-06-17 00:00:00,Não,
4-BRSA-837D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2010-06-14 00:00:00,2010-07-11 00:00:00,Não,
1-BRSA-835-AM,SOL-T-150,Solimões,AM,TERRA,Petrobras,2010-06-09 17:00:00,2010-08-22 00:00:00,Sim,2010-08-05 00:00:00
1-REPF-7A-ESS,ES-M-737,Espírito Santo,ES,MAR,Repsol Sinopec,2010-06-01 20:00:00,2010-08-05 00:00:00,Não,
1-OGX-14-RJS,C-M-499,Campos,RJ,MAR,PetroRio,2010-05-30 13:30:00,2010-07-27 00:00:00,Sim,2010-07-14 00:00:00
3-BRSA-830-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-05-26 01:15:00,2011-04-20 00:00:00,Sim,2011-04-05 00:00:00
1-REPF-9-SPS,S-M-506,Santos,SP,MAR,Repsol Sinopec,2010-05-22 16:30:00,2010-09-05 00:00:00,Não,
6-DEV-18P-RJS,C-M-471,Campos,RJ,MAR,BP Energy,2010-05-22 11:00:00,2010-08-02 00:00:00,Sim,2010-07-15 00:00:00
1-CW-3-ES,ES-T-400,Espírito Santo,ES,TERRA,Cowan Petróleo e Gás,2010-05-20 11:30:00,2010-06-09 00:00:00,Sim,2010-06-10 00:00:00
1-BRSA-826A-ESS,ES-M-468,Espírito Santo,ES,MAR,Petrobras,2010-05-16 21:00:00,2010-09-27 00:00:00,Sim,2010-09-15 00:00:00
1-BRSA-826-ESS,ES-M-468,Espírito Santo,ES,MAR,Petrobras,2010-05-14 08:00:00,2010-05-16 00:00:00,Não,
3-BRSA-825D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2010-05-09 06:00:00,2010-11-17 00:00:00,Sim,2010-06-23 00:00:00
3-OGX-13-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2010-05-05 06:55:00,2010-05-26 00:00:00,Sim,2010-05-25 00:00:00
1-CW-2-ES,ES-T-400,Espírito Santo,ES,TERRA,Cowan Petróleo e Gás,2010-05-04 03:30:00,2010-05-16 00:00:00,Sim,2010-06-10 00:00:00
1-OGX-12-SPS,S-M-268,Santos,SP,MAR,PetroRio,2010-04-29 13:00:00,2010-07-16 00:00:00,Não,
3-BRSA-824D-ES,CCNS,Espírito Santo,ES,TERRA,Petrobras,2010-04-20 18:00:00,2010-08-21 00:00:00,Sim,2010-06-10 00:00:00
3-BRSA-823-RJS,C-M-401,Campos,RJ,MAR,Petrobras,2010-04-16 11:30:00,2010-07-05 00:00:00,Sim,2010-05-26 00:00:00
1-CW-1-ES,ES-T-400,Espírito Santo,ES,TERRA,Cowan Petróleo e Gás,2010-04-14 04:00:00,2010-04-27 00:00:00,Sim,2010-05-01 00:00:00
3-BRSA-821-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-04-14 00:30:00,2010-07-13 00:00:00,Sim,2010-06-23 00:00:00
1-BRSA-819A-ESS,BM-ES-5,Espírito Santo,ES,MAR,Petrobras,2010-04-11 12:06:00,2010-07-16 00:00:00,Sim,2010-07-12 00:00:00
1-OGX-11D-SPS,S-M-314,Santos,SP,MAR,PetroRio,2010-04-09 13:30:00,2010-08-10 00:00:00,Sim,2010-05-24 00:00:00
3-OGX-9DB-RJS,C-M-621,Campos,RJ,MAR,PetroRio,2010-04-07 12:30:00,2010-06-15 00:00:00,Sim,2010-04-12 00:00:00
3-BRSA-820-ES,BT-ES-15,Espírito Santo,ES,TERRA,Petrobras,2010-04-04 14:30:00,2010-05-26 00:00:00,Sim,2010-04-13 00:00:00
1-BRSA-819-ESS,BM-ES-5,Espírito Santo,ES,MAR,Petrobras,2010-04-01 23:30:00,2010-04-07 00:00:00,Não,
3-STAR-16-RN,POT-T-794,Potiguar,RN,TERRA,SHB,2010-04-01 22:00:00,2010-05-26 00:00:00,Sim,2010-05-24 00:00:00
3-STAR-15-RN,POT-T-748,Potiguar,RN,TERRA,SHB,2010-03-30 14:30:00,2010-05-14 00:00:00,Sim,2010-05-13 00:00:00
4-BRSA-818-RJS,BM-S-10,Santos,RJ,MAR,Petrobras,2010-03-30 13:25:00,2011-02-22 00:00:00,Sim,2011-02-11 00:00:00
3-OGX-9DA-RJS,C-M-621,Campos,RJ,MAR,PetroRio,2010-03-27 17:30:00,2010-04-06 00:00:00,Não,
1-DEV-17-RJS,C-M-471,Campos,RJ,MAR,BP Energy,2010-03-15 22:25:00,2010-11-26 00:00:00,Não,
3-STAR-14-RN,POT-T-749,Potiguar,RN,TERRA,SHB,2010-03-15 15:00:00,2010-05-26 00:00:00,Sim,2010-05-27 00:00:00
3-STAR-13-RN,POT-T-748,Potiguar,RN,TERRA,SHB,2010-03-11 11:00:00,2010-05-02 00:00:00,Sim,2010-05-03 00:00:00
4-REPF-8-SPS,S-M-673,Santos,SP,MAR,Repsol Sinopec,2010-03-07 21:25:00,2010-05-18 00:00:00,Sim,2010-07-08 00:00:00
1-BRSA-812D-BA,REC-T-181,Recôncavo,BA,TERRA,Petrobras,2010-03-06 23:00:00,2010-05-02 00:00:00,Sim,2010-03-31 00:00:00
1-VITA-11-ES,ES-T-392,Espírito Santo,ES,TERRA,Vipetro,2010-03-05 11:00:00,2011-08-06 00:00:00,Sim,2011-07-01 00:00:00
1-OGX-10-RJS,C-M-620,Campos,RJ,MAR,PetroRio,2010-03-02 11:00:00,2010-06-04 00:00:00,Sim,2010-05-27 00:00:00
1-OGX-7A-RJS,C-M-620,Campos,RJ,MAR,PetroRio,2010-02-27 09:00:00,2010-05-01 00:00:00,Sim,2010-04-08 00:00:00
3-OGX-9D-RJS,C-M-621,Campos,RJ,MAR,PetroRio,2010-02-26 17:00:00,2010-03-25 00:00:00,Não,
1-OGX-8-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2010-02-25 15:30:00,2010-04-24 00:00:00,Sim,2010-03-31 00:00:00
1-REPF-7-ESS,ES-M-737,Espírito Santo,ES,MAR,Repsol Sinopec,2010-02-25 01:00:00,2010-06-01 00:00:00,Não,
1-APL-3-ESS,C-M-101,Campos,ES,MAR,Anadarko,2010-02-22 10:00:00,2010-09-01 00:00:00,Sim,2010-08-31 00:00:00
1-PSY-18-BA,REC-T-153,Recôncavo,BA,TERRA,Petrosynergy,2010-02-17 18:00:00,2010-04-12 00:00:00,Sim,2010-04-07 00:00:00
1-OGX-7-RJS,C-M-620,Campos,RJ,MAR,PetroRio,2010-02-12 11:30:00,2010-02-25 00:00:00,Não,
1-BRSA-805-RJS,C-M-401,Campos,RJ,MAR,Petrobras,2010-02-04 13:24:00,2010-07-07 00:00:00,Sim,2010-03-17 00:00:00
1-DEV-16-RJS,C-M-473,Campos,RJ,MAR,BP Energy,2010-02-04 10:40:00,2010-03-14 00:00:00,Não,
1-OGX-6-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2010-02-02 16:00:00,2010-04-01 00:00:00,Sim,2010-03-11 00:00:00
1-VITA-10-ES,ES-T-392,Espírito Santo,ES,TERRA,Vipetro,2010-01-29 06:00:00,2010-02-21 00:00:00,Sim,2010-02-19 00:00:00
6-BRSA-802-ES,CCNS,Espírito Santo,ES,TERRA,Petrobras,2010-01-28 23:00:00,2010-02-20 00:00:00,Sim,2010-02-12 00:00:00
1-BRSA-801-BA,REC-T-168,Recôncavo,BA,TERRA,Petrobras,2010-01-16 22:00:00,2010-03-10 00:00:00,Não,
1-BRSA-798-SPS,S-M-1356,Santos,SP,MAR,Petrobras,2010-01-14 17:00:00,2010-02-13 00:00:00,Não,
1-BRSA-797-RJS,C-M-333,Campos,RJ,MAR,Petrobras,2010-01-08 19:00:00,2010-04-24 00:00:00,Sim,2010-02-24 00:00:00
1-BRSA-796-ESS,ES-M-592,Espírito Santo,ES,MAR,Petrobras,2010-01-04 06:00:00,2010-03-31 00:00:00,Não,
3-BRSA-795-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2010-01-03 11:30:00,2010-04-11 00:00:00,Sim,2010-04-07 00:00:00
1-DEV-15A-ESS,C-M-61,Campos,ES,MAR,BP Energy,2009-12-28 07:00:00,2010-01-29 00:00:00,Sim,2010-01-27 00:00:00
1-OGX-5-RJS,C-M-621,Campos,RJ,MAR,PetroRio,2009-12-27 00:15:00,2010-02-21 00:00:00,Sim,2010-02-24 00:00:00
1-OGX-4-RJS,C-M-620,Campos,RJ,MAR,PetroRio,2009-12-26 09:00:00,2010-01-25 00:00:00,Sim,2010-01-11 00:00:00
1-NORD-4-SE,SEAL-T-430,Sergipe,SE,TERRA,Nord,2009-12-24 11:05:00,,Não,
1-BRSA-787DPA-BA,REC-T-181,Recôncavo,BA,TERRA,Petrobras,2009-12-23 17:00:00,2011-02-06 00:00:00,Sim,2010-01-05 00:00:00
1-VITA-9-ES,ES-T-391,Espírito Santo,ES,TERRA,Vipetro,2009-12-21 11:00:00,2010-01-21 00:00:00,Sim,2010-01-19 00:00:00
1-APL-2DA-ESS,C-M-101,Campos,ES,MAR,Anadarko,2009-12-20 03:30:00,2010-02-18 00:00:00,Sim,2010-02-09 00:00:00
6-REPF-6P-RJS,C-M-539,Campos,RJ,MAR,Repsol Sinopec,2009-12-09 14:45:00,2010-02-22 00:00:00,Sim,2010-02-19 00:00:00
1-BRSA-789-ESS,ES-M-525,Espírito Santo,ES,MAR,Petrobras,2009-12-07 19:01:00,2010-04-25 00:00:00,Sim,2010-03-09 00:00:00
4-BRSA-790-ES,CCNS,Espírito Santo,ES,TERRA,Petrobras,2009-12-07 17:00:00,2010-03-21 00:00:00,Sim,2009-12-30 00:00:00
1-MRK-2B-SPS,BM-S-29,Santos,SP,MAR,Maersk,2009-12-06 23:00:00,2010-02-28 00:00:00,Não,
3-BRSA-788-SPS,BM-S-9,Santos,SP,MAR,Petrobras,2009-12-04 00:05:00,2011-04-12 00:00:00,Sim,2010-03-09 00:00:00
1-BRSA-787D-BA,REC-T-181,Recôncavo,BA,TERRA,Petrobras,2009-12-01 13:00:00,2009-12-21 00:00:00,Não,
1-COMP-1-CE,POT-T-208,Potiguar,CE,TERRA,Imetame,2009-11-29 17:00:00,2009-12-08 00:00:00,Não,
1-VITA-8-ES,ES-T-391,Espírito Santo,ES,TERRA,Vipetro,2009-11-20 06:00:00,2009-12-13 00:00:00,Sim,2009-12-15 00:00:00
1-OGX-3-RJS,C-M-592,Campos,RJ,MAR,PetroRio,2009-11-16 07:00:00,2010-02-25 00:00:00,Sim,2010-01-04 00:00:00
1-BRSA-783A-ESS,ES-M-468,Espírito Santo,ES,MAR,Petrobras,2009-11-15 00:00:00,2010-04-23 00:00:00,Sim,2010-02-25 00:00:00
1-BRSA-783-ESS,ES-M-468,Espírito Santo,ES,MAR,Petrobras,2009-11-11 00:00:00,2009-11-14 00:00:00,Não,
